,accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
17607,104,1,4.836982,storecredit,0.854861111111,0
17608,1981,1,4.745402,creditcard,5.73125,0
17609,1178,1,4.921349,storecredit,0.0,0
17610,54,1,4.886641,paypal,0.0,0
17611,2,1,4.965339,creditcard,0.00138888888889,0
17612,87,1,4.921349,creditcard,0.0,0
17613,4,1,4.748314,creditcard,3.11805555556,0
17614,1320,1,5.034622,paypal,22.1743055556,0
17615,730,1,4.921318,creditcard,0.0,0
17616,22,1,4.965339,creditcard,21.825,0
17617,1565,1,4.921318,paypal,0.0,0
17618,2000,1,4.921318,creditcard,1543.21041667,0
17619,1652,1,4.962055,paypal,155.163194444,0
17620,1893,1,4.836982,creditcard,762.963194444,0
17621,984,1,5.040929,paypal,517.191666667,0
17622,12,1,5.034622,creditcard,0.0,0
17623,1099,1,4.965339,creditcard,68.3423611111,0
17624,7,1,4.836982,creditcard,0.00763888888889,0
17625,918,1,3.954522,paypal,76.4298611111,0
17626,1549,1,4.836982,creditcard,57.6541666667,0
17627,32,1,5.034622,creditcard,0.0,0
17628,937,1,3.954522,paypal,251.972916667,0
17629,6,5,4.52458,creditcard,0.115277777778,0
17630,191,1,4.921349,paypal,0.295138888889,0
17631,2,1,4.745402,creditcard,1.80972222222,0
17632,923,1,4.461622,creditcard,0.0138888888889,0
17633,940,1,5.040929,storecredit,0.0,0
17634,1664,1,4.895263,creditcard,841.084722222,0
17635,3,1,5.017904,creditcard,2.38888888889,0
17636,2000,1,4.461622,paypal,0.0,0
17637,2000,1,4.836982,creditcard,3.78958333333,0
17638,1564,1,4.505662,paypal,352.702083333,0
17639,1609,1,2.596228,creditcard,1111.9,0
17640,7,1,4.921318,creditcard,4.13333333333,0
17641,531,1,4.876771,creditcard,0.0,0
17642,863,1,4.461622,paypal,26.61875,0
17643,218,1,4.921349,creditcard,217.959027778,0
17644,2000,1,4.876771,creditcard,740.917361111,0
17645,64,1,4.52458,creditcard,63.3708333333,0
17646,1978,1,5.017904,creditcard,1229.41527778,0
17647,927,1,4.921318,paypal,0.0,0
17648,238,1,4.962055,paypal,17.1965277778,0
17649,85,1,4.52458,creditcard,84.3701388889,0
17650,1573,1,4.921349,creditcard,381.859722222,0
17651,8,1,4.962055,storecredit,7.93125,0
17652,2000,1,5.017904,creditcard,257.4625,0
17653,781,1,4.895263,creditcard,18.7729166667,0
17654,2000,1,4.895263,paypal,0.0,0
17655,2000,1,4.836982,creditcard,0.0,0
17656,610,1,4.965339,creditcard,0.0,0
17657,910,1,4.742303,creditcard,0.0,0
17658,2000,1,4.745402,creditcard,341.972916667,0
17659,1803,1,5.017904,creditcard,376.858333333,0
17660,1828,1,4.921349,creditcard,511.928472222,0
17661,38,1,4.057414,paypal,5.28819444444,0
17662,95,1,5.034622,paypal,94.5,0
17663,2000,1,3.954522,creditcard,953.781944444,0
17664,1175,1,4.876771,creditcard,0.00347222222222,0
17665,920,1,4.921349,creditcard,134.961805556,0
17666,1468,1,4.921349,storecredit,1.08472222222,0
17667,894,1,4.895263,creditcard,0.000694444444444,0
17668,430,1,3.954522,creditcard,0.0,0
17669,2000,1,4.886641,creditcard,0.495833333333,0
17670,96,1,4.876771,creditcard,0.0,0
17671,2000,1,4.742303,creditcard,458.588888889,0
17672,2000,1,4.921349,creditcard,0.150694444444,0
17673,2000,1,4.52458,creditcard,0.0,0
17674,12,2,4.748314,creditcard,0.0,0
17675,922,1,4.742303,creditcard,0.00277777777778,0
17676,527,1,4.836982,storecredit,0.00208333333333,0
17677,2,1,5.017904,storecredit,0.00208333333333,0
17678,2000,1,3.954522,creditcard,0.0,0
17679,1299,1,4.745402,creditcard,89.0222222222,0
17680,2000,1,4.52458,creditcard,28.10625,0
17681,44,1,4.742303,creditcard,0.0,0
17682,2000,1,4.748314,creditcard,14.5222222222,0
17683,53,1,4.876771,creditcard,0.000694444444444,0
17684,180,1,4.876771,storecredit,179.977083333,0
17685,35,1,4.52458,paypal,34.0625,0
17686,23,1,5.040929,creditcard,0.0,0
17687,234,1,4.895263,creditcard,212.066666667,0
17688,2000,1,4.748314,creditcard,0.0,0
17689,1816,1,5.040929,creditcard,742.029861111,0
17690,49,1,4.52458,creditcard,48.2715277778,0
17691,347,1,4.965339,paypal,279.935416667,0
17692,1740,1,4.921349,creditcard,1225.83055556,0
17693,2000,1,5.017904,creditcard,0.0,0
17694,2000,1,4.962055,paypal,211.498611111,0
17695,747,1,4.886641,creditcard,0.00972222222222,0
17696,2000,1,4.965339,creditcard,99.9041666667,0
17697,732,1,4.921349,creditcard,0.00694444444444,0
17698,111,1,5.017904,creditcard,7.12708333333,0
17699,1082,1,4.52458,paypal,0.0,0
17700,1462,1,4.965339,paypal,0.00486111111111,0
17701,557,1,4.965339,paypal,0.0,0
17702,198,1,4.505662,creditcard,196.324305556,0
17703,613,1,4.962055,creditcard,0.00208333333333,0
17704,36,1,4.962055,creditcard,0.0,0
17705,2000,1,4.52458,paypal,0.0,0
17706,1641,2,5.040929,storecredit,0.0,0
17707,73,1,4.742303,creditcard,3.49652777778,0
17708,18,1,4.836982,creditcard,14.9486111111,0
17709,2000,1,4.876771,creditcard,0.00208333333333,0
17710,507,1,4.745402,creditcard,0.0,0
17711,2000,1,4.921349,creditcard,0.00555555555556,0
17712,1818,1,3.483951,paypal,1448.95972222,0
17713,13,1,4.461622,creditcard,0.000694444444444,0
17714,465,1,4.921349,paypal,0.0,0
17715,1214,1,4.876771,creditcard,0.0,0
17716,914,1,4.962055,creditcard,0.128472222222,0
17717,2000,1,4.921318,creditcard,1850.34513889,0
17718,161,1,4.886641,creditcard,0.0,0
17719,25,1,4.895263,creditcard,0.0,0
17720,836,1,4.886641,creditcard,0.00763888888889,0
17721,2000,1,5.017904,creditcard,634.341666667,0
17722,4,1,5.034622,creditcard,0.00208333333333,0
17723,1401,1,5.040929,creditcard,0.0,0
17724,1877,1,4.057414,creditcard,753.705555556,0
17725,2000,1,4.836982,paypal,0.0,0
17726,270,1,5.040929,paypal,0.0,0
17727,24,1,4.965339,creditcard,0.00138888888889,0
17728,2000,1,4.895263,creditcard,0.0,0
17729,141,1,4.921349,creditcard,0.0,0
17730,1498,1,4.057414,creditcard,113.922222222,0
17731,2000,1,5.034622,creditcard,0.0,0
17732,1233,1,5.040929,paypal,0.0,0
17733,2,1,4.921318,creditcard,1.10763888889,0
17734,2,1,4.748314,creditcard,1.04236111111,0
17735,1420,1,5.040929,creditcard,224.940277778,0
17736,386,1,4.921349,paypal,0.000694444444444,0
17737,38,1,4.895263,paypal,37.7305555556,0
17738,2000,1,4.962055,creditcard,250.801388889,0
17739,1020,1,4.895263,creditcard,211.756944444,0
17740,441,1,4.876771,creditcard,0.161111111111,0
17741,2,1,4.965339,creditcard,0.0,0
17742,6,1,4.52458,creditcard,0.0,0
17743,1749,1,4.748314,creditcard,0.00347222222222,0
17744,2000,1,4.52458,creditcard,445.158333333,0
17745,659,1,4.962055,creditcard,0.0,0
17746,770,1,4.965339,paypal,0.0444444444444,0
17747,1814,1,3.483951,paypal,0.0,0
17748,161,1,4.748314,creditcard,0.0,0
17749,45,1,4.057414,creditcard,0.000694444444444,0
17750,333,1,3.066058,creditcard,150.109027778,0
17751,148,2,4.836982,paypal,37.0826388889,0
17752,306,1,5.017904,creditcard,227.336111111,0
17753,1244,1,5.034622,creditcard,1114.96180556,0
17754,3,1,4.921349,creditcard,0.0,0
17755,112,2,5.040929,creditcard,110.860416667,0
17756,2000,1,4.748314,creditcard,0.7375,0
17757,861,2,4.742303,creditcard,0.0,0
17758,171,1,3.066058,creditcard,170.463194444,0
17759,201,1,4.965339,creditcard,125.793055556,0
17760,68,1,4.836982,creditcard,0.0,0
17761,1575,1,4.836982,creditcard,0.0347222222222,0
17762,1642,1,4.965339,creditcard,105.545833333,0
17763,738,1,4.921349,creditcard,0.00555555555556,0
17764,2000,1,5.040929,creditcard,1246.94513889,0
17765,1308,2,4.895263,creditcard,0.0,0
17766,28,1,4.876771,creditcard,27.9451388889,0
17767,40,1,4.965339,paypal,0.0,0
17768,152,1,5.017904,paypal,89.8923611111,0
17769,2000,1,4.836982,creditcard,0.0,0
17770,2,1,5.040929,creditcard,1.29791666667,0
17771,2000,1,3.575983,creditcard,481.084027778,0
17772,49,1,4.886641,creditcard,0.00555555555556,0
17773,11,1,3.954522,creditcard,0.000694444444444,0
17774,2000,1,4.895263,creditcard,132.938888889,0
17775,161,1,4.52458,creditcard,159.497222222,0
17776,199,1,4.895263,creditcard,198.549305556,0
17777,1955,1,4.962055,creditcard,965.007638889,0
17778,2,1,4.745402,creditcard,0.0,0
17779,470,1,4.962055,paypal,461.872222222,0
17780,4,1,4.52458,creditcard,3.79513888889,0
17781,172,1,4.895263,creditcard,0.0,0
17782,2000,1,4.965339,creditcard,0.0,0
17783,45,1,5.034622,creditcard,0.0,0
17784,407,1,4.895263,creditcard,0.00347222222222,0
17785,1612,1,5.034622,creditcard,266.691666667,0
17786,10,1,4.921318,creditcard,0.0,0
17787,880,2,4.52458,creditcard,0.847222222222,0
17788,2000,1,4.742303,storecredit,0.00625,0
17789,2000,1,4.876771,paypal,157.090277778,0
17790,112,1,5.040929,paypal,0.000694444444444,0
17791,61,1,4.886641,paypal,0.0,0
17792,55,1,4.748314,creditcard,33.9451388889,0
17793,211,1,4.748314,creditcard,187.729166667,0
17794,2000,1,4.745402,paypal,0.0,0
17795,996,1,5.017904,creditcard,186.066666667,0
17796,28,1,4.895263,creditcard,0.0,0
17797,7,1,5.034622,storecredit,6.08055555556,0
17798,3,1,5.017904,paypal,2.02986111111,0
17799,2000,1,5.017904,creditcard,994.1875,0
17800,37,1,4.962055,creditcard,36.2208333333,0
17801,2000,1,4.748314,paypal,0.0263888888889,0
17802,1319,1,4.921318,creditcard,0.0118055555556,0
17803,112,1,4.748314,paypal,0.0,0
17804,2,1,4.895263,paypal,1.9625,0
17805,1534,1,4.921349,paypal,1324.92847222,0
17806,63,1,4.748314,creditcard,0.0,0
17807,81,3,4.876771,creditcard,80.0833333333,0
17808,257,1,4.748314,creditcard,0.0,0
17809,2000,1,4.057414,creditcard,0.00208333333333,0
17810,13,1,4.965339,creditcard,0.000694444444444,0
17811,167,1,4.742303,creditcard,166.015972222,0
17812,2000,1,4.965339,creditcard,0.0145833333333,0
17813,2000,1,4.962055,creditcard,0.0,0
17814,236,1,4.921349,paypal,197.918055556,0
17815,346,1,4.057414,storecredit,58.225,0
17816,2000,1,4.057414,paypal,0.505555555556,0
17817,2000,1,5.040929,storecredit,0.0,0
17818,1489,1,4.886641,creditcard,0.00555555555556,0
17819,417,1,3.954522,creditcard,0.000694444444444,0
17820,1751,1,5.034622,creditcard,0.000694444444444,0
17821,36,1,5.040929,paypal,0.0,0
17822,2000,1,5.017904,creditcard,0.775,0
17823,26,1,4.836982,creditcard,0.0666666666667,0
17824,1646,1,4.921318,creditcard,0.00277777777778,0
17825,37,1,4.921349,paypal,0.0,0
17826,2,1,3.954522,creditcard,1.66805555556,0
17827,579,1,4.886641,creditcard,486.474305556,0
17828,2000,1,4.742303,creditcard,0.0,0
17829,1108,1,4.52458,creditcard,0.0409722222222,0
17830,219,1,5.034622,storecredit,0.000694444444444,0
17831,2000,1,5.017904,creditcard,551.934722222,0
17832,356,1,5.034622,creditcard,9.92361111111,0
17833,2,1,4.461622,storecredit,1.87291666667,0
17834,1751,1,2.596228,creditcard,151.709027778,0
17835,19,1,4.895263,creditcard,0.000694444444444,0
17836,975,1,5.040929,creditcard,0.0,0
17837,1976,1,4.962055,creditcard,739.727777778,0
17838,7,1,4.921349,creditcard,6.11180555556,0
17839,1195,1,4.921318,paypal,382.009722222,0
17840,858,1,4.742303,creditcard,264.038194444,0
17841,123,1,4.921349,creditcard,122.752777778,0
17842,106,1,4.836982,paypal,105.934722222,0
17843,1257,1,4.921318,paypal,0.00902777777778,0
17844,2000,1,4.876771,creditcard,0.00138888888889,0
17845,300,1,5.040929,creditcard,0.0,0
17846,1691,1,4.745402,creditcard,0.0,0
17847,449,1,4.745402,paypal,0.0,0
17848,2000,1,3.575983,creditcard,88.6736111111,0
17849,2000,1,4.895263,creditcard,0.0,0
17850,1495,1,4.52458,creditcard,0.000694444444444,0
17851,130,1,5.040929,paypal,129.305555556,0
17852,160,1,4.836982,creditcard,0.0,0
17853,1774,1,3.066058,creditcard,0.0,0
17854,936,1,4.748314,creditcard,295.114583333,0
17855,2000,1,4.962055,creditcard,844.717361111,0
17856,1162,1,4.876771,paypal,0.00138888888889,0
17857,11,1,4.965339,creditcard,0.0,0
17858,2000,1,4.876771,paypal,307.395138889,0
17859,21,1,4.057414,creditcard,0.000694444444444,0
17860,4,1,4.742303,creditcard,3.66666666667,0
17861,2000,1,4.921318,creditcard,0.000694444444444,0
17862,49,1,4.921318,creditcard,48.0979166667,0
17863,803,1,4.921349,creditcard,802.877777778,0
17864,2000,1,4.057414,creditcard,1.14861111111,0
17865,2000,1,4.745402,creditcard,49.9236111111,0
17866,2000,1,4.895263,creditcard,0.0,0
17867,14,1,4.886641,paypal,0.0,0
17868,73,1,4.895263,creditcard,0.0,0
17869,995,1,4.886641,creditcard,0.0493055555556,0
17870,561,5,4.52458,creditcard,560.394444444,0
17871,62,1,4.745402,creditcard,0.0,0
17872,375,1,4.886641,creditcard,0.00833333333333,0
17873,1380,1,4.745402,paypal,572.195138889,0
17874,6,1,4.461622,creditcard,0.0,0
17875,11,1,4.52458,creditcard,0.0,0
17876,251,1,5.034622,creditcard,250.117361111,0
17877,1469,5,5.017904,creditcard,206.491666667,0
17878,2000,1,2.94894,creditcard,15.3930555556,0
17879,2000,1,4.505662,creditcard,100.070833333,0
17880,819,1,4.057414,creditcard,0.000694444444444,0
17881,1961,1,4.921318,paypal,755.200694444,0
17882,2000,1,4.921349,creditcard,0.0291666666667,0
17883,365,1,5.017904,creditcard,0.0,0
17884,3,1,4.461622,paypal,0.0,0
17885,21,1,5.034622,paypal,0.000694444444444,0
17886,129,1,4.52458,paypal,128.215277778,0
17887,245,1,4.836982,storecredit,244.610416667,0
17888,1762,1,4.745402,creditcard,1231.82083333,0
17889,794,1,4.461622,paypal,354.419444444,0
17890,274,1,4.921349,creditcard,212.079166667,0
17891,2000,1,4.921318,creditcard,587.909722222,0
17892,2000,1,4.748314,creditcard,0.00763888888889,0
17893,2000,1,4.748314,creditcard,9.91666666667,0
17894,21,1,4.748314,creditcard,0.0,0
17895,2000,1,4.886641,creditcard,0.00208333333333,0
17896,500,1,4.895263,paypal,0.0,0
17897,64,1,4.742303,creditcard,0.0,0
17898,1058,1,2.596228,creditcard,145.139583333,0
17899,1816,1,5.017904,creditcard,980.374305556,0
17900,10,1,4.962055,storecredit,9.01041666667,0
17901,759,1,4.505662,creditcard,0.0166666666667,0
17902,95,1,4.962055,creditcard,0.000694444444444,0
17903,2000,1,4.895263,creditcard,1.81458333333,0
17904,878,1,4.745402,creditcard,0.00347222222222,0
17905,1790,1,5.017904,creditcard,357.322916667,0
17906,2,2,4.921349,paypal,1.22638888889,0
17907,787,1,5.040929,creditcard,410.996527778,0
17908,2000,1,4.895263,creditcard,0.0,0
17909,802,1,4.921349,creditcard,0.0,0
17910,60,1,4.921318,paypal,0.0,0
17911,1,1,5.034622,creditcard,0.00416666666667,1
17912,1321,1,5.017904,creditcard,0.0,0
17913,676,1,5.017904,creditcard,0.0,0
17914,426,1,4.876771,creditcard,0.0,0
17915,5,1,4.745402,creditcard,0.0,0
17916,89,1,4.886641,paypal,0.0,0
17917,1999,1,4.742303,creditcard,409.715277778,0
17918,2000,2,4.921349,creditcard,0.0,0
17919,104,1,4.921349,paypal,0.0,0
17920,818,1,4.965339,creditcard,0.0,0
17921,1508,1,4.748314,creditcard,0.0,0
17922,2000,1,4.965339,paypal,1263.11527778,0
17923,2000,1,5.017904,creditcard,0.0,0
17924,575,1,4.895263,paypal,6.60416666667,0
17925,891,1,4.886641,creditcard,0.0,0
17926,1857,1,4.836982,creditcard,298.610416667,0
17927,2000,1,4.742303,creditcard,0.0,0
17928,2000,1,4.748314,paypal,65.2861111111,0
17929,163,1,4.962055,creditcard,0.0,0
17930,51,1,4.921349,paypal,50.9909722222,0
17931,2000,1,4.748314,creditcard,0.0,0
17932,75,2,4.52458,creditcard,74.3763888889,0
17933,44,1,4.876771,storecredit,43.8833333333,0
17934,7,1,4.52458,creditcard,0.0,0
17935,640,1,4.962055,storecredit,0.0,0
17936,1898,1,4.748314,creditcard,0.246527777778,0
17937,1954,1,4.921349,paypal,554.702777778,0
17938,21,1,4.962055,creditcard,20.0222222222,0
17939,51,1,4.886641,creditcard,0.0,0
17940,1776,1,4.886641,creditcard,0.0,0
17941,2,1,4.921318,creditcard,0.0,0
17942,2000,1,4.921349,creditcard,0.00347222222222,0
17943,2000,1,4.965339,creditcard,0.0,0
17944,999,1,5.017904,creditcard,938.119444444,0
17945,2000,1,4.876771,creditcard,0.0,0
17946,6,1,4.895263,creditcard,5.95763888889,0
17947,885,1,5.034622,creditcard,0.0,0
17948,4,1,4.921318,creditcard,3.07152777778,0
17949,1969,1,4.52458,paypal,396.323611111,0
17950,1952,1,4.745402,paypal,1025.46666667,0
17951,148,1,4.886641,creditcard,0.0,0
17952,1164,1,5.040929,creditcard,0.940972222222,0
17953,2000,1,4.742303,creditcard,0.129861111111,0
17954,29,1,4.52458,creditcard,28.8201388889,0
17955,1040,1,4.742303,creditcard,0.0,0
17956,59,2,4.921349,creditcard,0.000694444444444,0
17957,1600,1,3.066058,paypal,0.0104166666667,0
17958,22,1,4.836982,creditcard,0.0,0
17959,2000,1,4.836982,creditcard,9.73125,0
17960,2000,1,4.745402,creditcard,1.90833333333,0
17961,1217,1,4.895263,creditcard,0.0,0
17962,184,1,4.876771,creditcard,0.0,0
17963,2000,1,4.836982,creditcard,1960.59027778,0
17964,2,1,4.742303,creditcard,0.0,0
17965,1211,1,4.895263,creditcard,483.0375,0
17966,25,1,4.965339,creditcard,0.0,0
17967,179,1,4.742303,creditcard,0.0,0
17968,7,1,4.52458,creditcard,0.00138888888889,0
17969,5,1,5.034622,creditcard,2.42986111111,0
17970,1,1,4.965339,storecredit,0.000694444444444,1
17971,61,1,4.745402,paypal,0.00138888888889,0
17972,1876,1,4.921349,creditcard,0.0,0
17973,1727,1,4.921318,paypal,0.000694444444444,0
17974,2000,1,3.483951,creditcard,0.469444444444,0
17975,68,1,4.895263,paypal,67.0194444444,0
17976,2000,1,4.965339,paypal,0.0,0
17977,450,1,5.034622,creditcard,0.0,0
17978,57,1,4.962055,creditcard,56.5993055556,0
17979,467,1,4.745402,creditcard,300.601388889,0
17980,1,1,4.886641,paypal,0.00138888888889,1
17981,35,1,4.52458,creditcard,0.0,0
17982,2000,1,4.876771,creditcard,6.18958333333,0
17983,2000,1,4.505662,paypal,79.2541666667,0
17984,1120,1,4.962055,paypal,0.000694444444444,0
17985,2000,1,4.876771,paypal,0.0,0
17986,6,1,5.034622,storecredit,5.97152777778,0
17987,389,1,4.505662,paypal,92.9944444444,0
17988,178,1,4.886641,creditcard,1.73055555556,0
17989,11,1,4.742303,paypal,0.0,0
17990,823,1,4.965339,creditcard,0.00138888888889,0
17991,1887,1,4.965339,creditcard,0.0,0
17992,1712,1,4.895263,paypal,593.63125,0
17993,1754,1,4.921349,creditcard,0.00277777777778,0
17994,16,2,4.52458,creditcard,0.000694444444444,0
17995,24,1,4.921349,creditcard,0.0,0
17996,172,1,4.836982,creditcard,0.00347222222222,0
17997,2000,1,4.921349,creditcard,1537.38263889,0
17998,1625,1,4.965339,paypal,364.109722222,0
17999,1094,1,5.034622,paypal,205.959027778,0
18000,96,1,4.886641,creditcard,22.9284722222,0
18001,17,1,4.748314,creditcard,16.9430555556,0
18002,2000,1,4.921318,paypal,0.0,0
18003,88,1,5.034622,paypal,0.0201388888889,0
18004,631,1,4.836982,creditcard,178.624305556,0
18005,524,1,4.921349,creditcard,0.0,0
18006,1909,1,4.962055,creditcard,0.00138888888889,0
18007,133,1,4.52458,creditcard,0.0,0
18008,1257,1,5.040929,creditcard,0.0,0
18009,1291,1,4.748314,paypal,0.000694444444444,0
18010,28,1,4.745402,creditcard,0.0,0
18011,796,1,4.505662,creditcard,0.0,0
18012,2,1,4.962055,creditcard,1.02708333333,0
18013,1354,1,3.066058,paypal,1110.4375,0
18014,236,1,3.483951,storecredit,235.704166667,0
18015,19,1,4.505662,creditcard,0.0,0
18016,2000,1,4.921318,creditcard,0.0,0
18017,236,1,4.921318,creditcard,0.0,0
18018,3,1,4.876771,creditcard,0.0,0
18019,2000,1,5.040929,creditcard,157.125694444,0
18020,5,1,4.921318,creditcard,4.07708333333,0
18021,373,1,4.748314,creditcard,0.0,0
18022,8,1,5.040929,paypal,0.0,0
18023,231,1,4.461622,creditcard,0.0,0
18024,56,1,4.52458,paypal,0.0,0
18025,8,1,5.040929,creditcard,7.36736111111,0
18026,841,1,4.505662,creditcard,0.0,0
18027,509,1,4.745402,paypal,0.00486111111111,0
18028,5,1,5.034622,creditcard,4.97569444444,0
18029,2000,1,4.921318,creditcard,1084.42291667,0
18030,3,1,4.962055,paypal,0.00208333333333,0
18031,2000,1,4.895263,paypal,0.0,0
18032,81,1,5.034622,creditcard,0.0,0
18033,975,1,4.886641,paypal,0.000694444444444,0
18034,2000,1,4.748314,creditcard,0.000694444444444,0
18035,7,1,3.954522,paypal,0.0,0
18036,1544,1,4.921349,creditcard,0.5875,0
18037,70,1,5.034622,creditcard,69.1513888889,0
18038,4,1,4.748314,creditcard,0.0,0
18039,151,1,5.040929,creditcard,0.0,0
18040,2000,1,5.017904,creditcard,90.8951388889,0
18041,90,1,4.921349,creditcard,89.18125,0
18042,1437,1,4.886641,creditcard,103.546527778,0
18043,81,1,4.461622,creditcard,23.6784722222,0
18044,3,1,4.461622,creditcard,0.000694444444444,0
18045,1701,1,5.034622,paypal,0.0,0
18046,1495,1,4.921349,creditcard,646.166666667,0
18047,17,1,3.483951,creditcard,16.46875,0
18048,335,1,4.505662,creditcard,334.415972222,0
18049,1526,1,4.876771,creditcard,498.23125,0
18050,980,1,4.745402,creditcard,0.000694444444444,0
18051,2,1,3.954522,paypal,0.0,0
18052,365,1,4.886641,paypal,70.8256944444,0
18053,3,1,4.748314,creditcard,0.0,0
18054,1609,1,5.034622,creditcard,78.3159722222,0
18055,171,2,4.748314,paypal,0.0,0
18056,2000,1,5.040929,creditcard,0.0166666666667,0
18057,1730,1,4.742303,paypal,0.000694444444444,0
18058,38,1,4.921318,creditcard,0.0479166666667,0
18059,52,1,4.461622,creditcard,0.00625,0
18060,125,1,4.52458,creditcard,124.136111111,0
18061,18,1,4.748314,creditcard,0.000694444444444,0
18062,1844,1,3.066058,creditcard,0.0,0
18063,2000,1,5.017904,creditcard,1486.16041667,0
18064,2000,1,4.921318,creditcard,0.000694444444444,0
18065,2000,1,4.745402,creditcard,0.0,0
18066,1985,2,4.921349,creditcard,0.0,0
18067,7,2,4.505662,creditcard,5.49861111111,0
18068,613,1,4.921349,creditcard,0.0,0
18069,2000,1,4.52458,creditcard,103.180555556,0
18070,2000,1,4.965339,storecredit,0.0125,0
18071,8,1,4.921318,paypal,0.0,0
18072,2,1,4.742303,paypal,0.0,0
18073,4,1,4.748314,paypal,0.00208333333333,0
18074,64,1,4.52458,creditcard,63.1034722222,0
18075,1830,1,5.017904,creditcard,75.8763888889,0
18076,232,1,4.965339,creditcard,177.8625,0
18077,475,1,4.921349,creditcard,0.895833333333,0
18078,91,1,4.876771,creditcard,90.1041666667,0
18079,608,1,5.040929,creditcard,0.00208333333333,0
18080,1051,1,3.483951,creditcard,0.000694444444444,0
18081,1727,1,4.921349,creditcard,0.0,0
18082,1703,1,4.886641,creditcard,0.00555555555556,0
18083,32,1,4.742303,paypal,0.0,0
18084,206,1,5.017904,storecredit,205.301388889,0
18085,1650,1,3.954522,creditcard,0.327777777778,0
18086,1223,1,4.505662,paypal,0.0,0
18087,32,1,4.745402,creditcard,0.00138888888889,0
18088,917,1,4.461622,creditcard,887.602777778,0
18089,2000,1,4.748314,creditcard,562.903472222,0
18090,1696,1,4.921349,creditcard,0.0,0
18091,2000,1,5.034622,creditcard,151.340277778,0
18092,321,2,4.52458,creditcard,93.9854166667,0
18093,217,1,4.965339,paypal,216.8625,0
18094,41,1,4.962055,creditcard,34.8527777778,0
18095,1568,1,4.742303,creditcard,800.356944444,0
18096,1259,1,4.745402,creditcard,0.0291666666667,0
18097,679,1,5.017904,creditcard,0.0,0
18098,86,1,4.836982,creditcard,0.0,0
18099,116,1,4.921349,creditcard,0.0,0
18100,834,1,4.876771,paypal,0.0,0
18101,48,1,5.034622,paypal,47.9840277778,0
18102,150,1,3.954522,creditcard,0.0,0
18103,1945,1,4.745402,creditcard,0.0118055555556,0
18104,10,1,4.886641,creditcard,0.0,0
18105,2,1,4.52458,storecredit,1.53541666667,0
18106,466,1,4.748314,creditcard,38.6013888889,0
18107,2000,1,5.034622,paypal,0.0,0
18108,907,1,4.921349,paypal,0.00208333333333,0
18109,2000,1,4.921349,creditcard,0.171527777778,0
18110,2,1,4.921318,paypal,0.0,0
18111,48,1,5.017904,creditcard,0.0,0
18112,158,1,5.017904,creditcard,0.00208333333333,0
18113,12,1,4.921349,storecredit,0.0,0
18114,1630,1,4.836982,creditcard,665.778472222,0
18115,1987,1,5.040929,creditcard,580.974305556,0
18116,2000,1,5.040929,creditcard,0.0,0
18117,2,1,4.745402,paypal,1.75208333333,0
18118,1361,1,4.745402,creditcard,0.0,0
18119,2000,1,4.461622,storecredit,0.000694444444444,0
18120,42,1,4.895263,creditcard,41.86875,0
18121,910,1,5.040929,creditcard,539.9875,0
18122,877,1,4.748314,creditcard,655.0125,0
18123,2000,1,3.954522,paypal,439.065277778,0
18124,215,1,3.954522,creditcard,214.427083333,0
18125,1464,1,4.876771,creditcard,967.006944444,0
18126,1026,1,5.034622,creditcard,47.8381944444,0
18127,2000,1,4.962055,paypal,0.0,0
18128,2000,1,4.962055,creditcard,0.0,0
18129,814,1,4.836982,creditcard,0.0,0
18130,45,1,4.748314,paypal,0.0,0
18131,1055,1,4.52458,paypal,1.06736111111,0
18132,112,1,4.962055,paypal,0.0138888888889,0
18133,3,1,2.94894,creditcard,0.0,0
18134,134,1,4.921349,creditcard,0.0,0
18135,118,1,5.034622,storecredit,117.228472222,0
18136,1790,1,3.954522,creditcard,0.0,0
18137,899,1,4.895263,creditcard,883.713194444,0
18138,1447,1,3.483951,creditcard,0.0,0
18139,133,1,3.066058,creditcard,132.731944444,0
18140,792,1,4.505662,paypal,0.0,0
18141,2000,1,5.017904,paypal,89.9722222222,0
18142,30,1,4.965339,paypal,29.1208333333,0
18143,2,1,4.895263,storecredit,1.91597222222,0
18144,5,1,4.52458,paypal,4.79513888889,0
18145,1754,1,4.921318,paypal,0.00416666666667,0
18146,2000,1,4.921318,creditcard,0.922222222222,0
18147,887,1,5.040929,creditcard,107.378472222,0
18148,2000,1,4.836982,creditcard,139.673611111,0
18149,11,1,4.52458,paypal,10.5722222222,0
18150,2000,1,3.483951,creditcard,0.0,0
18151,2000,1,4.876771,creditcard,1367.44861111,0
18152,145,1,4.748314,creditcard,0.0166666666667,0
18153,2000,1,4.965339,creditcard,479.024305556,0
18154,2000,1,5.017904,creditcard,1.09652777778,0
18155,41,1,4.886641,creditcard,40.8173611111,0
18156,2000,1,4.836982,paypal,1776.90625,0
18157,2000,1,4.895263,creditcard,64.6180555556,0
18158,2000,1,4.836982,creditcard,0.0,0
18159,116,1,4.886641,creditcard,0.0,0
18160,2,1,3.483951,paypal,1.60833333333,0
18161,28,1,5.017904,creditcard,0.0,0
18162,1019,1,5.040929,creditcard,0.0,0
18163,1979,1,2.596228,creditcard,213.039583333,0
